id,cpf,nome,data,inicio,fim,analista,cliente,fila,resultado,motivo,hora
ID-1151,959.206.513-25,Usuario Exemplo 151,2026-03-05,2026-03-29 17:47:00,18:09:00,Analista 13,Cliente 1,Fila 1,Reprovado Politica,Divergência Cadastral,17:00
ID-1152,149.299.203-37,Usuario Exemplo 152,2026-03-25,2026-03-29 10:23:00,10:51:00,Analista 10,Cliente 6,Fila 13,Pendente,Aguardando Documento,10:00
ID-1153,377.769.133-99,Usuario Exemplo 153,2026-02-05,2026-03-29 13:58:00,14:13:00,Analista 18,Cliente 5,Fila 1,Reprovado Politica,Documentação Irregular,13:00
ID-1154,229.863.175-57,Usuario Exemplo 154,2026-01-30,2026-03-29 16:21:00,16:27:00,Analista 2,Cliente 2,Fila 2,Reprovado Politica,Documentação Irregular,16:00
ID-1155,733.232.177-54,Usuario Exemplo 155,2026-02-23,2026-03-29 09:49:00,10:22:00,Analista 20,Cliente 6,Fila 14,Reprovado Fraude,Score Baixo,09:00
ID-1156,712.875.159-54,Usuario Exemplo 156,2026-03-17,2026-03-29 14:19:00,15:02:00,Analista 2,Cliente 2,Fila 18,Reprovado Politica,Suspeita de Fraude,14:00
ID-1157,910.214.300-46,Usuario Exemplo 157,2026-03-05,2026-03-29 16:40:00,17:01:00,Analista 27,Cliente 1,Fila 15,Reprovado Fraude,Documentação Irregular,16:00
ID-1158,104.121.786-94,Usuario Exemplo 158,2026-02-23,2026-03-29 11:06:00,11:11:00,Analista 17,Cliente 4,Fila 3,Reprovado Fraude,Suspeita de Fraude,11:00
ID-1159,918.830.701-64,Usuario Exemplo 159,2026-03-23,2026-03-29 09:06:00,09:44:00,Analista 17,Cliente 1,Fila 15,Reprovado Fraude,Documentação Irregular,09:00
ID-1160,816.347.169-65,Usuario Exemplo 160,2026-03-13,2026-03-29 08:36:00,08:56:00,Analista 21,Cliente 3,Fila 7,Reprovado Politica,Perfil de Risco,08:00
ID-1161,500.313.626-90,Usuario Exemplo 161,2026-03-17,2026-03-29 17:01:00,17:46:00,Analista 4,Cliente 4,Fila 18,Reprovado Fraude,Perfil de Risco,17:00
ID-1162,572.335.859-74,Usuario Exemplo 162,2026-02-06,2026-03-29 17:40:00,18:18:00,Analista 7,Cliente 3,Fila 2,Reprovado Politica,Divergência Cadastral,17:00
ID-1163,828.307.982-29,Usuario Exemplo 163,2026-02-14,2026-03-29 09:59:00,10:14:00,Analista 10,Cliente 4,Fila 1,Aprovado,Fluxo Normal,09:00
ID-1164,957.701.261-89,Usuario Exemplo 164,2026-03-02,2026-03-29 10:26:00,10:42:00,Analista 16,Cliente 1,Fila 6,Reprovado Fraude,Perfil de Risco,10:00
ID-1165,376.418.180-37,Usuario Exemplo 165,2026-03-18,2026-03-29 08:15:00,08:21:00,Analista 16,Cliente 4,Fila 9,Aprovado,Fluxo Normal,08:00
ID-1166,754.648.541-21,Usuario Exemplo 166,2026-02-02,2026-03-29 12:51:00,13:18:00,Analista 3,Cliente 5,Fila 14,Pendente,Aguardando Documento,12:00
ID-1167,196.295.592-41,Usuario Exemplo 167,2026-03-13,2026-03-29 08:22:00,08:36:00,Analista 29,Cliente 1,Fila 14,Pendente,Aguardando Documento,08:00
ID-1168,422.490.872-34,Usuario Exemplo 168,2026-02-26,2026-03-29 10:51:00,10:59:00,Analista 25,Cliente 2,Fila 10,Aprovado,Fluxo Normal,10:00
ID-1169,677.214.112-23,Usuario Exemplo 169,2026-03-10,2026-03-29 17:47:00,18:01:00,Analista 21,Cliente 1,Fila 8,Reprovado Politica,Perfil de Risco,17:00
ID-1170,382.919.149-96,Usuario Exemplo 170,2026-03-16,2026-03-29 12:28:00,12:41:00,Analista 11,Cliente 3,Fila 9,Aprovado,Fluxo Normal,12:00
ID-1171,470.162.376-18,Usuario Exemplo 171,2026-02-09,2026-03-29 11:24:00,11:45:00,Analista 20,Cliente 4,Fila 12,Reprovado Politica,Suspeita de Fraude,11:00
ID-1172,413.353.459-29,Usuario Exemplo 172,2026-02-20,2026-03-29 17:38:00,17:44:00,Analista 2,Cliente 6,Fila 3,Pendente,Aguardando Documento,17:00
ID-1173,806.246.805-81,Usuario Exemplo 173,2026-03-26,2026-03-29 10:43:00,10:59:00,Analista 2,Cliente 2,Fila 3,Pendente,Aguardando Documento,10:00
ID-1174,908.560.366-88,Usuario Exemplo 174,2026-03-19,2026-03-29 08:02:00,08:22:00,Analista 16,Cliente 5,Fila 8,Pendente,Aguardando Documento,08:00
ID-1175,630.426.818-40,Usuario Exemplo 175,2026-02-07,2026-03-29 09:22:00,09:53:00,Analista 6,Cliente 3,Fila 1,Reprovado Politica,Divergência Cadastral,09:00
ID-1176,497.593.595-11,Usuario Exemplo 176,2026-03-17,2026-03-29 14:21:00,14:56:00,Analista 19,Cliente 2,Fila 6,Reprovado Fraude,Divergência Cadastral,14:00
ID-1177,950.153.954-77,Usuario Exemplo 177,2026-03-16,2026-03-29 10:06:00,10:34:00,Analista 5,Cliente 5,Fila 17,Pendente,Aguardando Documento,10:00
ID-1178,244.713.800-65,Usuario Exemplo 178,2026-03-02,2026-03-29 11:52:00,12:16:00,Analista 5,Cliente 3,Fila 7,Pendente,Aguardando Documento,11:00
ID-1179,778.518.705-33,Usuario Exemplo 179,2026-02-27,2026-03-29 13:04:00,13:23:00,Analista 3,Cliente 2,Fila 15,Pendente,Aguardando Documento,13:00
ID-1180,165.891.913-56,Usuario Exemplo 180,2026-02-12,2026-03-29 16:27:00,17:12:00,Analista 27,Cliente 5,Fila 8,Reprovado Fraude,Documentação Irregular,16:00
ID-1181,934.105.999-95,Usuario Exemplo 181,2026-02-17,2026-03-29 13:56:00,14:25:00,Analista 16,Cliente 2,Fila 9,Pendente,Aguardando Documento,13:00
ID-1182,414.981.144-32,Usuario Exemplo 182,2026-01-29,2026-03-29 11:38:00,12:15:00,Analista 13,Cliente 4,Fila 1,Reprovado Politica,Divergência Cadastral,11:00
ID-1183,996.500.628-53,Usuario Exemplo 183,2026-02-18,2026-03-29 08:20:00,08:39:00,Analista 14,Cliente 6,Fila 12,Reprovado Politica,Score Baixo,08:00
ID-1184,530.436.151-98,Usuario Exemplo 184,2026-02-24,2026-03-29 17:44:00,18:16:00,Analista 4,Cliente 4,Fila 11,Pendente,Aguardando Documento,17:00
ID-1185,592.701.662-76,Usuario Exemplo 185,2026-02-21,2026-03-29 08:53:00,09:37:00,Analista 24,Cliente 5,Fila 3,Reprovado Fraude,Score Baixo,08:00
ID-1186,637.618.811-44,Usuario Exemplo 186,2026-02-03,2026-03-29 12:51:00,13:00:00,Analista 10,Cliente 3,Fila 2,Reprovado Politica,Divergência Cadastral,12:00
ID-1187,124.173.317-36,Usuario Exemplo 187,2026-02-07,2026-03-29 15:54:00,16:02:00,Analista 5,Cliente 4,Fila 1,Pendente,Aguardando Documento,15:00
ID-1188,490.472.294-26,Usuario Exemplo 188,2026-03-22,2026-03-29 09:41:00,09:51:00,Analista 16,Cliente 2,Fila 17,Reprovado Politica,Renda Não Comprovada,09:00
ID-1189,354.427.912-39,Usuario Exemplo 189,2026-03-22,2026-03-29 13:18:00,13:59:00,Analista 30,Cliente 1,Fila 3,Reprovado Fraude,Suspeita de Fraude,13:00
ID-1190,380.364.640-46,Usuario Exemplo 190,2026-02-04,2026-03-29 11:05:00,11:23:00,Analista 24,Cliente 1,Fila 17,Reprovado Politica,Suspeita de Fraude,11:00
ID-1191,675.128.147-52,Usuario Exemplo 191,2026-03-12,2026-03-29 15:34:00,16:12:00,Analista 24,Cliente 2,Fila 2,Reprovado Fraude,Suspeita de Fraude,15:00
ID-1192,543.203.626-55,Usuario Exemplo 192,2026-03-14,2026-03-29 15:30:00,15:43:00,Analista 29,Cliente 4,Fila 6,Reprovado Fraude,Perfil de Risco,15:00
ID-1193,215.830.782-29,Usuario Exemplo 193,2026-03-23,2026-03-29 16:21:00,16:53:00,Analista 23,Cliente 4,Fila 6,Pendente,Aguardando Documento,16:00
ID-1194,131.819.277-50,Usuario Exemplo 194,2026-02-25,2026-03-29 10:39:00,10:57:00,Analista 2,Cliente 4,Fila 6,Reprovado Politica,Renda Não Comprovada,10:00
ID-1195,780.758.278-86,Usuario Exemplo 195,2026-02-11,2026-03-29 13:55:00,14:14:00,Analista 11,Cliente 3,Fila 5,Reprovado Politica,Renda Não Comprovada,13:00
ID-1196,652.985.804-44,Usuario Exemplo 196,2026-03-14,2026-03-29 12:53:00,13:23:00,Analista 10,Cliente 6,Fila 16,Pendente,Aguardando Documento,12:00
ID-1197,880.276.440-82,Usuario Exemplo 197,2026-03-21,2026-03-29 15:21:00,15:52:00,Analista 5,Cliente 5,Fila 18,Aprovado,Fluxo Normal,15:00
ID-1198,926.631.720-69,Usuario Exemplo 198,2026-02-03,2026-03-29 11:40:00,11:53:00,Analista 20,Cliente 4,Fila 18,Reprovado Fraude,Score Baixo,11:00
ID-1199,344.382.211-90,Usuario Exemplo 199,2026-03-16,2026-03-29 09:30:00,10:06:00,Analista 5,Cliente 1,Fila 15,Pendente,Aguardando Documento,09:00
ID-1200,469.676.880-98,Usuario Exemplo 200,2026-02-18,2026-03-29 17:04:00,17:29:00,Analista 30,Cliente 3,Fila 8,Reprovado Politica,Divergência Cadastral,17:00
ID-1201,645.604.334-86,Usuario Exemplo 201,2026-02-08,2026-03-29 15:10:00,15:50:00,Analista 7,Cliente 6,Fila 13,Aprovado,Fluxo Normal,15:00
ID-1202,604.854.329-91,Usuario Exemplo 202,2026-03-13,2026-03-29 09:44:00,10:14:00,Analista 7,Cliente 4,Fila 6,Reprovado Fraude,Score Baixo,09:00
ID-1203,356.503.346-42,Usuario Exemplo 203,2026-03-02,2026-03-29 08:28:00,08:33:00,Analista 3,Cliente 2,Fila 5,Reprovado Fraude,Renda Não Comprovada,08:00
ID-1204,941.392.132-34,Usuario Exemplo 204,2026-03-29,2026-03-29 17:39:00,17:58:00,Analista 21,Cliente 6,Fila 17,Reprovado Politica,Perfil de Risco,17:00
ID-1205,612.335.635-57,Usuario Exemplo 205,2026-03-16,2026-03-29 13:23:00,13:48:00,Analista 1,Cliente 1,Fila 15,Reprovado Fraude,Documentação Irregular,13:00
ID-1206,464.114.648-46,Usuario Exemplo 206,2026-02-20,2026-03-29 15:02:00,15:38:00,Analista 25,Cliente 4,Fila 5,Reprovado Fraude,Divergência Cadastral,15:00
ID-1207,448.603.656-61,Usuario Exemplo 207,2026-02-17,2026-03-29 12:56:00,13:20:00,Analista 21,Cliente 2,Fila 16,Aprovado,Fluxo Normal,12:00
ID-1208,120.191.848-14,Usuario Exemplo 208,2026-02-23,2026-03-29 17:14:00,17:37:00,Analista 10,Cliente 1,Fila 15,Pendente,Aguardando Documento,17:00
ID-1209,642.620.791-94,Usuario Exemplo 209,2026-03-26,2026-03-29 10:16:00,10:24:00,Analista 20,Cliente 3,Fila 9,Reprovado Fraude,Score Baixo,10:00
ID-1210,657.102.821-57,Usuario Exemplo 210,2026-03-20,2026-03-29 17:39:00,17:46:00,Analista 5,Cliente 6,Fila 5,Pendente,Aguardando Documento,17:00
ID-1211,495.592.549-93,Usuario Exemplo 211,2026-02-02,2026-03-29 12:33:00,12:47:00,Analista 10,Cliente 5,Fila 14,Reprovado Politica,Suspeita de Fraude,12:00
ID-1212,608.284.501-78,Usuario Exemplo 212,2026-02-21,2026-03-29 15:38:00,15:51:00,Analista 1,Cliente 3,Fila 5,Reprovado Politica,Divergência Cadastral,15:00
ID-1213,270.949.996-51,Usuario Exemplo 213,2026-03-12,2026-03-29 09:20:00,09:41:00,Analista 4,Cliente 2,Fila 5,Aprovado,Fluxo Normal,09:00
ID-1214,324.405.946-45,Usuario Exemplo 214,2026-03-25,2026-03-29 16:29:00,16:57:00,Analista 22,Cliente 3,Fila 3,Reprovado Politica,Perfil de Risco,16:00
ID-1215,303.643.415-64,Usuario Exemplo 215,2026-02-17,2026-03-29 14:23:00,14:51:00,Analista 28,Cliente 3,Fila 17,Reprovado Politica,Perfil de Risco,14:00
ID-1216,108.636.632-89,Usuario Exemplo 216,2026-03-07,2026-03-29 16:12:00,16:34:00,Analista 10,Cliente 4,Fila 3,Reprovado Politica,Renda Não Comprovada,16:00
ID-1217,141.886.136-64,Usuario Exemplo 217,2026-02-07,2026-03-29 17:55:00,18:25:00,Analista 18,Cliente 5,Fila 15,Aprovado,Fluxo Normal,17:00
ID-1218,686.655.409-84,Usuario Exemplo 218,2026-02-20,2026-03-29 08:23:00,08:42:00,Analista 5,Cliente 1,Fila 1,Aprovado,Fluxo Normal,08:00
ID-1219,876.947.771-73,Usuario Exemplo 219,2026-02-17,2026-03-29 12:46:00,13:14:00,Analista 4,Cliente 2,Fila 8,Pendente,Aguardando Documento,12:00
ID-1220,744.676.913-39,Usuario Exemplo 220,2026-03-29,2026-03-29 14:37:00,14:52:00,Analista 13,Cliente 3,Fila 6,Aprovado,Fluxo Normal,14:00
ID-1221,763.396.894-77,Usuario Exemplo 221,2026-03-14,2026-03-29 13:59:00,14:23:00,Analista 14,Cliente 1,Fila 8,Aprovado,Fluxo Normal,13:00
ID-1222,319.627.650-48,Usuario Exemplo 222,2026-02-24,2026-03-29 10:39:00,10:44:00,Analista 10,Cliente 4,Fila 8,Pendente,Aguardando Documento,10:00
ID-1223,392.250.374-80,Usuario Exemplo 223,2026-01-27,2026-03-29 17:49:00,18:13:00,Analista 21,Cliente 2,Fila 6,Aprovado,Fluxo Normal,17:00
ID-1224,349.615.525-38,Usuario Exemplo 224,2026-03-05,2026-03-29 16:09:00,16:52:00,Analista 14,Cliente 6,Fila 7,Aprovado,Fluxo Normal,16:00
ID-1225,292.449.538-12,Usuario Exemplo 225,2026-03-27,2026-03-29 10:23:00,10:31:00,Analista 28,Cliente 2,Fila 17,Pendente,Aguardando Documento,10:00
ID-1226,652.597.262-49,Usuario Exemplo 226,2026-03-21,2026-03-29 09:19:00,09:54:00,Analista 18,Cliente 6,Fila 8,Aprovado,Fluxo Normal,09:00
ID-1227,112.894.104-69,Usuario Exemplo 227,2026-02-22,2026-03-29 10:35:00,11:12:00,Analista 5,Cliente 5,Fila 8,Reprovado Fraude,Suspeita de Fraude,10:00
ID-1228,779.411.431-62,Usuario Exemplo 228,2026-01-30,2026-03-29 17:57:00,18:16:00,Analista 19,Cliente 2,Fila 12,Aprovado,Fluxo Normal,17:00
ID-1229,466.291.603-61,Usuario Exemplo 229,2026-02-25,2026-03-29 14:10:00,14:46:00,Analista 27,Cliente 6,Fila 1,Pendente,Aguardando Documento,14:00
ID-1230,292.798.705-68,Usuario Exemplo 230,2026-02-11,2026-03-29 12:38:00,13:20:00,Analista 16,Cliente 2,Fila 16,Reprovado Fraude,Renda Não Comprovada,12:00
ID-1231,448.466.339-62,Usuario Exemplo 231,2026-01-31,2026-03-29 15:39:00,15:44:00,Analista 14,Cliente 2,Fila 1,Reprovado Fraude,Score Baixo,15:00
ID-1232,978.168.200-79,Usuario Exemplo 232,2026-03-24,2026-03-29 09:03:00,09:40:00,Analista 20,Cliente 4,Fila 2,Reprovado Fraude,Score Baixo,09:00
ID-1233,732.459.929-51,Usuario Exemplo 233,2026-03-09,2026-03-29 08:19:00,08:29:00,Analista 16,Cliente 5,Fila 15,Reprovado Politica,Suspeita de Fraude,08:00
ID-1234,202.407.569-41,Usuario Exemplo 234,2026-03-15,2026-03-29 13:37:00,14:21:00,Analista 3,Cliente 6,Fila 16,Pendente,Aguardando Documento,13:00
ID-1235,297.928.395-22,Usuario Exemplo 235,2026-03-23,2026-03-29 09:42:00,10:18:00,Analista 30,Cliente 2,Fila 6,Aprovado,Fluxo Normal,09:00
ID-1236,442.803.518-26,Usuario Exemplo 236,2026-01-29,2026-03-29 10:54:00,11:39:00,Analista 10,Cliente 3,Fila 6,Reprovado Fraude,Divergência Cadastral,10:00
ID-1237,922.283.290-95,Usuario Exemplo 237,2026-02-03,2026-03-29 08:10:00,08:41:00,Analista 29,Cliente 3,Fila 10,Reprovado Politica,Perfil de Risco,08:00
ID-1238,776.699.304-47,Usuario Exemplo 238,2026-02-11,2026-03-29 13:26:00,13:49:00,Analista 24,Cliente 2,Fila 4,Aprovado,Fluxo Normal,13:00
ID-1239,570.503.823-85,Usuario Exemplo 239,2026-02-22,2026-03-29 09:50:00,10:25:00,Analista 28,Cliente 3,Fila 9,Pendente,Aguardando Documento,09:00
ID-1240,911.887.724-78,Usuario Exemplo 240,2026-03-18,2026-03-29 13:08:00,13:23:00,Analista 22,Cliente 2,Fila 16,Reprovado Fraude,Renda Não Comprovada,13:00
ID-1241,857.473.439-78,Usuario Exemplo 241,2026-02-05,2026-03-29 08:53:00,09:35:00,Analista 16,Cliente 3,Fila 9,Pendente,Aguardando Documento,08:00
ID-1242,570.453.776-20,Usuario Exemplo 242,2026-02-11,2026-03-29 12:06:00,12:29:00,Analista 12,Cliente 4,Fila 9,Reprovado Politica,Perfil de Risco,12:00
ID-1243,690.691.567-80,Usuario Exemplo 243,2026-02-05,2026-03-29 17:28:00,17:45:00,Analista 11,Cliente 3,Fila 16,Aprovado,Fluxo Normal,17:00
ID-1244,643.631.612-96,Usuario Exemplo 244,2026-02-21,2026-03-29 15:41:00,15:48:00,Analista 15,Cliente 6,Fila 11,Pendente,Aguardando Documento,15:00
ID-1245,558.511.627-31,Usuario Exemplo 245,2026-02-11,2026-03-29 14:17:00,14:50:00,Analista 16,Cliente 1,Fila 4,Reprovado Politica,Perfil de Risco,14:00
ID-1246,197.107.499-70,Usuario Exemplo 246,2026-02-08,2026-03-29 15:18:00,15:39:00,Analista 21,Cliente 3,Fila 18,Reprovado Politica,Suspeita de Fraude,15:00
ID-1247,546.965.184-67,Usuario Exemplo 247,2026-02-28,2026-03-29 13:05:00,13:14:00,Analista 1,Cliente 1,Fila 12,Aprovado,Fluxo Normal,13:00
ID-1248,690.296.113-80,Usuario Exemplo 248,2026-03-24,2026-03-29 11:42:00,11:56:00,Analista 12,Cliente 3,Fila 12,Pendente,Aguardando Documento,11:00
ID-1249,438.372.642-47,Usuario Exemplo 249,2026-03-21,2026-03-29 08:49:00,09:10:00,Analista 5,Cliente 3,Fila 2,Aprovado,Fluxo Normal,08:00
ID-1250,673.837.537-16,Usuario Exemplo 250,2026-03-16,2026-03-29 11:01:00,11:20:00,Analista 11,Cliente 1,Fila 2,Aprovado,Fluxo Normal,11:00
ID-1251,943.666.483-79,Usuario Exemplo 251,2026-02-06,2026-03-29 15:51:00,16:11:00,Analista 4,Cliente 6,Fila 13,Aprovado,Fluxo Normal,15:00
ID-1252,866.195.795-79,Usuario Exemplo 252,2026-03-27,2026-03-29 14:58:00,15:16:00,Analista 18,Cliente 4,Fila 18,Aprovado,Fluxo Normal,14:00
ID-1253,206.396.180-34,Usuario Exemplo 253,2026-01-27,2026-03-29 12:24:00,12:39:00,Analista 6,Cliente 5,Fila 3,Reprovado Fraude,Divergência Cadastral,12:00
ID-1254,482.664.123-62,Usuario Exemplo 254,2026-01-31,2026-03-29 17:43:00,18:22:00,Analista 11,Cliente 3,Fila 5,Reprovado Fraude,Perfil de Risco,17:00
ID-1255,486.933.656-20,Usuario Exemplo 255,2026-03-04,2026-03-29 08:31:00,09:14:00,Analista 16,Cliente 3,Fila 2,Aprovado,Fluxo Normal,08:00
ID-1256,838.783.249-50,Usuario Exemplo 256,2026-02-21,2026-03-29 09:24:00,09:34:00,Analista 3,Cliente 1,Fila 4,Pendente,Aguardando Documento,09:00
ID-1257,163.200.222-84,Usuario Exemplo 257,2026-03-18,2026-03-29 14:08:00,14:16:00,Analista 10,Cliente 2,Fila 15,Reprovado Politica,Perfil de Risco,14:00
ID-1258,939.676.447-99,Usuario Exemplo 258,2026-02-20,2026-03-29 17:56:00,18:25:00,Analista 9,Cliente 1,Fila 4,Reprovado Politica,Documentação Irregular,17:00
ID-1259,139.642.190-86,Usuario Exemplo 259,2026-03-06,2026-03-29 08:51:00,09:25:00,Analista 17,Cliente 2,Fila 2,Pendente,Aguardando Documento,08:00
ID-1260,466.397.872-81,Usuario Exemplo 260,2026-03-03,2026-03-29 08:43:00,08:55:00,Analista 14,Cliente 4,Fila 10,Pendente,Aguardando Documento,08:00
ID-1261,135.524.671-87,Usuario Exemplo 261,2026-02-27,2026-03-29 14:51:00,15:23:00,Analista 16,Cliente 6,Fila 8,Reprovado Politica,Suspeita de Fraude,14:00
ID-1262,728.427.340-55,Usuario Exemplo 262,2026-03-02,2026-03-29 12:19:00,13:03:00,Analista 2,Cliente 4,Fila 9,Pendente,Aguardando Documento,12:00
ID-1263,442.722.537-36,Usuario Exemplo 263,2026-03-07,2026-03-29 10:35:00,11:13:00,Analista 19,Cliente 5,Fila 13,Pendente,Aguardando Documento,10:00
ID-1264,922.283.998-54,Usuario Exemplo 264,2026-03-22,2026-03-29 11:46:00,12:04:00,Analista 26,Cliente 4,Fila 4,Reprovado Politica,Renda Não Comprovada,11:00
ID-1265,308.633.138-87,Usuario Exemplo 265,2026-02-19,2026-03-29 16:52:00,17:26:00,Analista 7,Cliente 2,Fila 18,Pendente,Aguardando Documento,16:00
ID-1266,768.369.873-19,Usuario Exemplo 266,2026-03-29,2026-03-29 17:40:00,18:08:00,Analista 14,Cliente 6,Fila 14,Pendente,Aguardando Documento,17:00
ID-1267,521.435.764-32,Usuario Exemplo 267,2026-02-25,2026-03-29 13:01:00,13:33:00,Analista 3,Cliente 3,Fila 12,Reprovado Fraude,Score Baixo,13:00
ID-1268,616.754.921-12,Usuario Exemplo 268,2026-03-05,2026-03-29 08:27:00,08:54:00,Analista 21,Cliente 1,Fila 8,Reprovado Fraude,Score Baixo,08:00
ID-1269,524.494.306-57,Usuario Exemplo 269,2026-02-24,2026-03-29 13:13:00,13:24:00,Analista 2,Cliente 4,Fila 9,Reprovado Politica,Renda Não Comprovada,13:00
ID-1270,398.962.963-25,Usuario Exemplo 270,2026-01-27,2026-03-29 08:15:00,08:57:00,Analista 22,Cliente 1,Fila 17,Pendente,Aguardando Documento,08:00
ID-1271,353.749.735-83,Usuario Exemplo 271,2026-03-17,2026-03-29 16:23:00,17:02:00,Analista 1,Cliente 4,Fila 16,Pendente,Aguardando Documento,16:00
ID-1272,396.961.937-21,Usuario Exemplo 272,2026-03-29,2026-03-29 12:45:00,12:50:00,Analista 21,Cliente 5,Fila 11,Pendente,Aguardando Documento,12:00
ID-1273,192.350.272-97,Usuario Exemplo 273,2026-02-10,2026-03-29 16:20:00,16:57:00,Analista 3,Cliente 5,Fila 8,Aprovado,Fluxo Normal,16:00
ID-1274,840.621.289-92,Usuario Exemplo 274,2026-03-21,2026-03-29 12:36:00,13:04:00,Analista 27,Cliente 4,Fila 8,Pendente,Aguardando Documento,12:00
ID-1275,741.332.518-63,Usuario Exemplo 275,2026-02-02,2026-03-29 17:22:00,18:02:00,Analista 13,Cliente 3,Fila 18,Reprovado Politica,Documentação Irregular,17:00
ID-1276,697.424.220-95,Usuario Exemplo 276,2026-03-09,2026-03-29 17:06:00,17:38:00,Analista 23,Cliente 3,Fila 15,Aprovado,Fluxo Normal,17:00
ID-1277,418.776.831-20,Usuario Exemplo 277,2026-01-31,2026-03-29 13:16:00,13:33:00,Analista 1,Cliente 1,Fila 10,Aprovado,Fluxo Normal,13:00
ID-1278,352.562.348-43,Usuario Exemplo 278,2026-02-19,2026-03-29 17:54:00,18:16:00,Analista 17,Cliente 3,Fila 13,Reprovado Politica,Perfil de Risco,17:00
ID-1279,428.609.309-98,Usuario Exemplo 279,2026-03-15,2026-03-29 16:32:00,16:56:00,Analista 7,Cliente 5,Fila 13,Reprovado Fraude,Perfil de Risco,16:00
ID-1280,916.261.788-33,Usuario Exemplo 280,2026-01-30,2026-03-29 08:37:00,08:58:00,Analista 4,Cliente 4,Fila 16,Pendente,Aguardando Documento,08:00
ID-1281,960.677.202-96,Usuario Exemplo 281,2026-02-22,2026-03-29 08:59:00,09:39:00,Analista 21,Cliente 2,Fila 9,Aprovado,Fluxo Normal,08:00
ID-1282,577.728.621-56,Usuario Exemplo 282,2026-03-15,2026-03-29 11:25:00,11:42:00,Analista 20,Cliente 1,Fila 17,Pendente,Aguardando Documento,11:00
ID-1283,198.605.802-52,Usuario Exemplo 283,2026-02-26,2026-03-29 14:16:00,14:31:00,Analista 19,Cliente 1,Fila 1,Pendente,Aguardando Documento,14:00
ID-1284,509.946.257-88,Usuario Exemplo 284,2026-01-29,2026-03-29 14:36:00,14:50:00,Analista 25,Cliente 4,Fila 7,Pendente,Aguardando Documento,14:00
ID-1285,643.951.154-75,Usuario Exemplo 285,2026-02-08,2026-03-29 11:35:00,11:47:00,Analista 17,Cliente 2,Fila 4,Aprovado,Fluxo Normal,11:00
ID-1286,203.484.655-13,Usuario Exemplo 286,2026-01-29,2026-03-29 17:42:00,18:05:00,Analista 12,Cliente 6,Fila 12,Pendente,Aguardando Documento,17:00
ID-1287,667.284.987-98,Usuario Exemplo 287,2026-02-01,2026-03-29 12:58:00,13:06:00,Analista 20,Cliente 2,Fila 17,Reprovado Politica,Divergência Cadastral,12:00
ID-1288,489.109.648-69,Usuario Exemplo 288,2026-02-26,2026-03-29 16:23:00,17:08:00,Analista 3,Cliente 3,Fila 14,Reprovado Politica,Score Baixo,16:00
ID-1289,409.722.572-27,Usuario Exemplo 289,2026-03-10,2026-03-29 16:36:00,17:21:00,Analista 20,Cliente 3,Fila 2,Reprovado Politica,Score Baixo,16:00
ID-1290,353.526.742-71,Usuario Exemplo 290,2026-03-16,2026-03-29 16:56:00,17:34:00,Analista 24,Cliente 5,Fila 12,Reprovado Fraude,Documentação Irregular,16:00
ID-1291,740.448.726-98,Usuario Exemplo 291,2026-02-23,2026-03-29 15:52:00,16:07:00,Analista 20,Cliente 3,Fila 2,Reprovado Politica,Documentação Irregular,15:00
ID-1292,203.155.354-50,Usuario Exemplo 292,2026-03-26,2026-03-29 15:03:00,15:18:00,Analista 6,Cliente 5,Fila 14,Reprovado Fraude,Perfil de Risco,15:00
ID-1293,478.508.742-82,Usuario Exemplo 293,2026-03-07,2026-03-29 17:55:00,18:38:00,Analista 8,Cliente 4,Fila 6,Reprovado Politica,Suspeita de Fraude,17:00
ID-1294,511.212.283-27,Usuario Exemplo 294,2026-02-23,2026-03-29 09:44:00,10:28:00,Analista 23,Cliente 3,Fila 5,Reprovado Fraude,Score Baixo,09:00
ID-1295,390.902.300-51,Usuario Exemplo 295,2026-03-24,2026-03-29 17:41:00,18:04:00,Analista 8,Cliente 6,Fila 1,Reprovado Fraude,Renda Não Comprovada,17:00
ID-1296,986.913.420-28,Usuario Exemplo 296,2026-02-21,2026-03-29 10:18:00,10:53:00,Analista 2,Cliente 6,Fila 10,Reprovado Fraude,Suspeita de Fraude,10:00
ID-1297,342.238.109-47,Usuario Exemplo 297,2026-03-11,2026-03-29 11:00:00,11:35:00,Analista 20,Cliente 6,Fila 4,Reprovado Fraude,Renda Não Comprovada,11:00
ID-1298,983.321.409-43,Usuario Exemplo 298,2026-03-10,2026-03-29 08:53:00,09:33:00,Analista 2,Cliente 4,Fila 16,Aprovado,Fluxo Normal,08:00
ID-1299,845.212.383-10,Usuario Exemplo 299,2026-03-05,2026-03-29 08:09:00,08:34:00,Analista 13,Cliente 4,Fila 7,Reprovado Fraude,Documentação Irregular,08:00
ID-1300,348.965.855-89,Usuario Exemplo 300,2026-02-04,2026-03-29 14:26:00,15:03:00,Analista 2,Cliente 2,Fila 18,Reprovado Fraude,Suspeita de Fraude,14:00
ID-1301,458.406.546-46,Usuario Exemplo 301,2026-02-01,2026-03-29 11:28:00,11:56:00,Analista 26,Cliente 1,Fila 7,Aprovado,Fluxo Normal,11:00
ID-1302,891.197.246-54,Usuario Exemplo 302,2026-01-29,2026-03-29 12:24:00,12:34:00,Analista 9,Cliente 5,Fila 4,Reprovado Fraude,Divergência Cadastral,12:00
